stock_no,name,currency,volume,close
16576,UB-SBPH@EC2009B,HKD,0,0.5
16578,MB-CGHL@EC2001A,HKD,0,
16599,JP-SBPH@EC2009A,HKD,0,0.495
16601,JP-WUXI@EC2002A,HKD,0,0.325
16609,HT-HSI @EC2006B,HKD,8880000,0.192
16613,HT-CGDN@EP2002B,HKD,0,0.037
16619,SG-AIA @EC2003E,HKD,860000,0.202
16627,SG-AIA @EC2006B,HKD,696000,0.255
16641,SG-HKEX@EP2004A,HKD,2020000,0.134
16644,HT-CGDN@EC2003A,HKD,0,0.325
16646,HT-CUNI@EC2012A,HKD,0,0.082
16649,HTCSA50@EC2011A,HKD,0,0.41
16653,SG-SUNY@EP2009A,HKD,960000,0.182
16658,SGTENCT@EP2006B,HKD,31970000,0.18
16666,MBGDINV@EC2003A,HKD,0,0.077
16667,UB-GEG @EC2006A,HKD,2160000,0.355
16670,UB-LINK@EC2008A,HKD,458000,0.19
16676,UB-HSI @EC2006A,HKD,0,0.0
16679,UBTENCT@EC2003C,HKD,15770000,0.151
16692,VT-HKEX@EP2006B,HKD,540000,0.27
16706,CS-SMIC@EC2006A,HKD,47500,0.335
16719,BP-HKEX@EC2012A,HKD,27250000,0.149
16720,BPGEELY@EC2008A,HKD,0,0.099
16728,MB-WUXI@EC2007A,HKD,0,0.435
16729,CS-COSL@EC2006A,HKD,80000,0.25
16734,CSASMPT@EC2004A,HKD,0,0.405
16741,CS-CICC@EC2007A,HKD,688000,0.192
16743,CSCMOLY@EC2007A,HKD,30000,0.415
16746,CSTENCT@EC2003E,HKD,226000,0.51
16759,CSMTUAN@EC2006G,HKD,0,0.0
16767,HSCSA50@EC2011A,HKD,0,0.435
16768,MBPINAN@EC2201A,HKD,0,0.172
16777,JP-HSI @EP2007B,HKD,720000,0.123
16781,JP-CGDN@EC2006A,HKD,24990000,0.206
16784,MBCEAIR@EC2011A,HKD,500000,0.023
16793,JP-ICBC@EC2007A,HKD,2260000,0.21
16797,JPCLIFE@EP2007A,HKD,10965000,0.166
16812,JPPINAN@EC2004A,HKD,6600000,0.23
16815,HSFTA50@EC2001A,HKD,0,
16816,JP-HTSC@EC2011A,HKD,3032000,0.203
16819,HS-SMIC@EC2003A,HKD,535000,0.325
16821,HSCSA50@EC2001A,HKD,0,
16825,JP-HTSE@EC2012A,HKD,1916000,0.239
16836,JPGFSEC@EC2011A,HKD,472000,0.27
16837,JP-AAC @EC2008A,HKD,15265000,0.61
16838,JPSANDS@EC2005A,HKD,47214000,0.34
16850,JPNDPHL@EC2008A,HKD,1855000,0.193
16855,JPTENCT@EP2004D,HKD,3770030000,0.082
16858,CS-GEG @EC2010A,HKD,670000,0.129
16882,HT-SBPH@EC2009A,HKD,0,0.54
16883,GS-HKEX@EC2012A,HKD,2230000,0.147
16892,JPTENCT@EC2004J,HKD,12970000,0.217
16897,JPTENCT@EC2007A,HKD,900000,0.205
16899,JP-HKEX@EC2012B,HKD,240000,0.158
16900,MS-GEG @EC2010A,HKD,0,0.0
16901,MB-BYD @EC2003A,HKD,0,0.01
16903,MB-BYD @EC2007A,HKD,0,0.01
16906,MS-GEG @EC2012A,HKD,1575000,0.25
16908,MSTENCT@EP2006C,HKD,9160000,0.093
16911,MS-CCB @EC2009A,HKD,2264000,0.249
16919,MB-CMS @EC2003A,HKD,0,0.345
16922,MS-CCB @EC2007A,HKD,0,0.265
16926,MS-AAC @EC2105A,HKD,0,0.235
16938,MS-CCB @EP2007A,HKD,0,0.122
16941,MS-WHG @EP2012A,HKD,810000,0.207
16947,GSTENCT@EC2004F,HKD,0,0.0
16951,GSTENCT@EC2006D,HKD,3580000,0.201
16952,MB-CCB @EP2001A,HKD,0,
16954,GSPINAN@EC2004A,HKD,0,0.206
16957,GS-HSI @EP2005B,HKD,0,0.0
16964,HSTENCT@EP2006C,HKD,68870000,0.153
16965,MBHDLIH@EC2003A,HKD,680000,0.068
16972,HSTENCT@EC2006E,HKD,69380000,0.181
16973,MB-XYS @EC2106A,HKD,0,0.33
16975,HS-HSI @EP2006A,HKD,86880000,0.151
16978,HS-HKEX@EP2011A,HKD,56620000,0.146
16979,HSHSCEI@EC2010A,HKD,0,0.0
16981,MS-CTWR@EC2006A,HKD,0,0.084
16983,CSCEAIR@EC2002A,HKD,0,0.01
16985,MS-CTWR@EP2006A,HKD,0,0.141
16986,MS-CSPC@EC2007A,HKD,0,0.0
16987,MS-CSPC@EP2006A,HKD,0,0.0
16988,MSCSA50@EC2104A,HKD,3152000,0.275
16991,MSCSA50@EC2006A,HKD,0,0.161
16997,MS-LINK@EC2008A,HKD,0,0.0
17000,MSCITSE@EC2009A,HKD,13625000,0.218
17012,MB-CPIC@EC2106A,HKD,124000,0.3
17014,MBTENCT@EC2007F,HKD,20000,0.4
17017,VTTENCT@EC2005A,HKD,20000,0.42
17030,BI-HSI @EC2005A,HKD,730210000,0.16
17031,BI-HSI @EC2005B,HKD,0,0.179
17033,BI-CMB @EC2005A,HKD,5480000,0.238
17034,BITENCT@EC2006A,HKD,0,0.0
17036,BITENCT@EP2006B,HKD,6080000,0.18
17037,BI-CCB @EC2004A,HKD,6656000,0.225
17041,UBXIAMI@EC2003B,HKD,42955000,0.178
17044,MBAVICN@EC2001A,HKD,0,
17048,UB-CCB @EC2005A,HKD,7920000,0.229
17051,JPBOCHK@EC2003A,HKD,0,0.012
17054,UBMTUAN@EC2007A,HKD,5420000,0.144
17057,UBTENCT@EC2003D,HKD,534000,0.425
17066,UB-ZTE @EC2005A,HKD,2484000,0.203
17070,CS-HKEX@EP2011A,HKD,30000,0.131
17071,CSPINAN@EC2203A,HKD,50000,0.171
17075,CSPINAN@EC2005C,HKD,0,0.0
17076,CS-CPIC@EC2009A,HKD,24000,0.27
17083,GSTENCT@EC2004A,HKD,920000,0.023
17092,CS-CCB @EC2006A,HKD,244000,0.239
17100,CS-ICBC@EC2007A,HKD,1807000,0.205
17101,CSGFSEC@EC2009A,HKD,204000,0.243
17102,CS-CGSH@EC2006A,HKD,0,0.0
17106,CSHDLIH@EC2006A,HKD,40000,0.31
17109,CS-HSI @EC2005A,HKD,700240000,0.158
17113,CSBOCHK@EC2004B,HKD,345000,0.088
17116,CS-HKEX@EP2003E,HKD,100000,0.109
17121,VT-HSI @EC2006A,HKD,0,0.0
17123,VT-HSI @EP2006A,HKD,0,0.0
17125,VTCNOOC@EC2011A,HKD,5315000,0.173
17127,VT-SBPH@EC2008A,HKD,0,0.28
17129,VT-ICBC@EP2005A,HKD,0,0.117
17134,VTTENCT@EC2003E,HKD,0,0.187
17140,SGBYDEI@EC2007B,HKD,1800000,0.207
17147,SG-HSBC@EC2004A,HKD,0,0.099
17157,SG-AAC @EP2006A,HKD,442500,0.136
17167,SG-CTEL@EC2009A,HKD,1292000,0.229
17194,MB-GEG @EP2001A,HKD,0,
17196,MB-CTWR@EC2007A,HKD,0,0.013
17199,MBCLIFE@EC2001A,HKD,0,
17207,CSXIAMI@EC2010A,HKD,174645000,0.235
17210,HT-AIA @EP2003A,HKD,37490000,0.104
17223,JPXIAMI@EC2007C,HKD,2000,0.255
17224,JPTENCT@EC2006A,HKD,880000,0.18
17226,JPCITSE@EC2009A,HKD,14295000,0.335
17227,JPTENCT@EC2006B,HKD,1701100000,0.161
17237,GS-SUNY@EC2005B,HKD,3810000,0.135
17238,GS-SHKP@EC2004A,HKD,3320000,0.184
17240,GSPINAN@EP2005A,HKD,70000,0.115
17241,GS-AAC @EP2007A,HKD,0,0.0
17243,GS-HSI @EC2005A,HKD,0,0.0
17246,MBPINAN@EC2007A,HKD,90000,0.455
17247,MBPINAN@EC2007B,HKD,1805000,0.265
17249,MBPINAN@EC2007C,HKD,140000,0.28
17251,MBPINAN@EP2007A,HKD,900000,0.226
17257,MBCNOOC@EC2007A,HKD,304000,0.53
17260,HS-SBPH@EC2006A,HKD,0,0.27
17264,MBCLIFE@EC2104A,HKD,480000,0.27
17266,HTPINAN@EP2003A,HKD,2750000,0.078
17269,MBPETCH@EC2012A,HKD,200000,0.235
17273,MB-CTEL@EC2012A,HKD,0,0.26
17274,GS-YZCM@EC2002A,HKD,0,0.107
17275,MB-CMOB@EC2010A,HKD,630000,0.375
17277,GJTENCT@EC2004B,HKD,0,0.44
17286,GJTENCT@EP2007A,HKD,199480000,0.145
17290,GJ-HKEX@EC2006A,HKD,168060000,0.214
17297,GJ-HKEX@EP2010A,HKD,60000,0.129
17298,GJ-HSBC@EC2007A,HKD,80000000,0.177
17300,GJ-HSBC@EP2007A,HKD,4000000,0.156
17304,GJCLIFE@EC2007A,HKD,18180000,0.2
17307,GJCLIFE@EP2005A,HKD,16600000,0.098
17308,GJ-AIA @EC2004A,HKD,48946000,0.22
17309,GJ-AIA @EP2006A,HKD,33098000,0.23
17313,MBCITBK@EC2012A,HKD,1000000,0.211
17319,MBTENCT@EC2007G,HKD,1710000,0.236
17320,BI-HSI @EP2006A,HKD,0,0.0
17321,BI-HSI @EP2006B,HKD,1083300000,0.092
17324,UB-ZAOL@EC2005B,HKD,1518000,0.395
17331,UB-HSBK@EP2010A,HKD,2220000,0.168
17332,UBSUNAC@EC2005A,HKD,1890000,0.63
17336,UB-BYD @EC2006A,HKD,1020000,0.335
17342,UBCNOOC@EC2012A,HKD,26500000,0.188
17360,HT-HSI @EP2006A,HKD,1660000,0.126
17361,HTBOCHK@EC2007A,HKD,600000,0.196
17362,HT-ICBC@EC2007A,HKD,0,0.275
17364,CS-SBPH@EC2003A,HKD,0,0.57
17365,HT-AIA @EC2006A,HKD,608000,0.43
17370,HT-AIA @EP2006A,HKD,3074000,0.197
17384,JPCSA50@EC2011A,HKD,0,0.345
17388,HTGEELY@EP2007A,HKD,2020000,0.114
17391,HTPINAN@EC2004A,HKD,57260000,0.223
17393,HT-SHKP@EC2001A,HKD,0,0.01
17395,JPTENCT@EC2009A,HKD,0,0.0
17396,JPTENCT@EC2008A,HKD,0,0.0
17397,JP-ZAOL@EC2004A,HKD,80000,0.155
17400,VTWHARF@EC2009A,HKD,0,0.0
17403,VT-PWRA@EC2008A,HKD,0,0.0
17405,VT-SHKP@EC2007A,HKD,0,0.54
17411,VT-SHKP@EP2007A,HKD,0,0.0
17415,BPTENCT@EC2002B,HKD,0,0.012
17416,VT-COVS@EC2011A,HKD,580000,0.325
17418,VT-ACMT@EC2007A,HKD,80000,0.61
17421,CS-YZCM@EC2002A,HKD,0,0.115
17424,GSCSA50@EC2011A,HKD,0,0.345
17425,BPPINAN@EC2002A,HKD,0,0.01
17429,HSSUNAC@EC2006A,HKD,2450000,0.21
17431,HS-SHKP@EC2003A,HKD,475000,0.01
17432,VT-CMB @EC2007A,HKD,0,0.0
17433,HSXIAMI@EC2003A,HKD,1654000,0.022
17435,MB-GZPC@EC2106A,HKD,1400000,0.06
17442,MB-AIA @EC2001A,HKD,0,
17445,MB-COVS@EC2001A,HKD,0,
17446,MBCNOOC@EC2001A,HKD,0,
17447,CSCITIC@EC2012A,HKD,220000,0.233
17448,MB-BOCL@EC2004A,HKD,0,0.02
17449,MB-ACMT@EP2001A,HKD,0,
17456,CS-GAC @EC2007A,HKD,0,0.0
17461,CS-BYD @EC2006A,HKD,0,0.0
17463,BP-CTWR@EC2001B,HKD,0,
17464,BP-CTWR@EC2004A,HKD,0,0.02
17469,HS-SBPH@EC2009A,HKD,0,0.49
17476,CSCITSE@EC2007A,HKD,0,0.0
17478,BP-SJM @EC2004A,HKD,1950000,0.035
17481,CSPINAN@EP2005A,HKD,90000,0.118
17485,CS-SHKP@EP2006A,HKD,80000,0.255
17488,SGTENCT@EC2007B,HKD,160000,0.215
17490,SGTENCT@EC2012B,HKD,0,0.215
17500,SGMTUAN@EC2007A,HKD,0,0.133
17501,MBKINGD@EC2009A,HKD,0,0.248
17517,SGTENCT@EC2006A,HKD,0,0.193
17519,GSCLIFE@EC2005A,HKD,8230000,0.152
17520,GS-CUNI@EC2006A,HKD,200000,0.285
17524,GS-HSBC@EP2006A,HKD,1324000,0.11
17530,GS-CTWR@EC2006B,HKD,0,0.0
17531,GS-BYD @EC2005A,HKD,1115000,0.232
17552,HT-GWMC@EC2003A,HKD,0,0.018
17553,CS-CMOB@EP2006A,HKD,0,0.0
17556,MB-BRIC@EC2009A,HKD,0,0.0
17567,HT-YZCM@EC2010A,HKD,0,0.365
17570,MB-HUAP@EC2007A,HKD,0,0.0
17575,BI-HSI @EC2006A,HKD,0,0.0
17576,VT-CNBM@EC2009A,HKD,20000,0.179
17578,SG-CGDN@EP2002A,HKD,500000,0.03
17584,BI-HSI @EC2007A,HKD,0,0.0
17585,BI-HSI @EC2006B,HKD,0,0.0
17592,BI-HSI @EP2006C,HKD,0,0.0
17595,MBGSBIO@EC2107A,HKD,400000,0.121
17600,BI-HSI @EP2012A,HKD,0,0.0
17601,HS-SUNY@EC2003A,HKD,0,0.249
17604,HSHSCEI@EC2003A,HKD,0,0.014
17605,HSPINAN@EC2012B,HKD,5300000,0.088
17606,HSPINAN@EC2103A,HKD,1500000,0.068
17610,BP-CMOB@EC2011A,HKD,0,0.0
17612,HSLENOV@EC2003A,HKD,0,0.01
17614,BP-CMOB@EC2010A,HKD,10010000,0.265
17620,BPPINAN@EC2010A,HKD,11240000,0.32
17622,CSTENCT@EC2006A,HKD,0,0.0
17623,JP-SUNY@EC2005A,HKD,440000,0.136
17625,JPXIAMI@EP2009B,HKD,228000,0.09
17628,JPPINAN@EC2007A,HKD,1000000,0.106
17630,JP-CMOB@EC2008A,HKD,0,0.0
17645,MB-CNBM@EC2007A,HKD,4180000,0.204
17647,MB-CRCC@EC2001A,HKD,0,
17648,MB-CKH @EC2001A,HKD,0,
17649,MB-KECL@EC2010A,HKD,0,0.285
17652,JP-BOCL@EC2105A,HKD,0,0.26
17654,JPLOGAN@EC2006A,HKD,0,0.34
17655,MB-BAIC@EC2006A,HKD,0,0.025
17656,JP-AIA @EP2006A,HKD,0,0.127
17659,JP-BYD @EC2007A,HKD,0,0.36
17661,JPHDLIH@EC2007A,HKD,526000,0.295
17670,MB-YZCM@EC2004A,HKD,2290000,0.028
17672,JPCCCCL@EC2008A,HKD,626000,0.405
17675,JP-AGBK@EC2001A,HKD,0,0.013
17676,JP-CCSC@EC2007A,HKD,0,0.295
17680,JPJIANC@EC2005A,HKD,310000,0.14
17681,CS-CGDN@EP2002A,HKD,860000,0.028
17691,JP-CCSC@EC2002A,HKD,0,0.028
17692,VTTENCT@EC2004A,HKD,120000,0.026
17699,UB-CMOB@EC2006A,HKD,4160000,0.188
17701,MSMTUAN@EC2007B,HKD,0,0.0
17705,MSMTUAN@EP2012A,HKD,4200000,0.147
17710,SGTENCT@EC2002A,HKD,0,0.01
17715,GS-CGDN@EC2003A,HKD,30000,0.32
17723,MBFOSUN@EC2001A,HKD,0,0.01
17728,MSTENCT@EP2007B,HKD,560000,0.189
17733,MB-CPIC@EC2004A,HKD,1148000,0.026
17734,MSPINAN@EP2005A,HKD,3400000,0.139
17740,MS-AIA @EP2005A,HKD,0,0.0
17747,GJALIBA@EC2007A,HKD,558265000,0.28
17748,JPSPDRG@EC2012A,HKD,480000,0.31
17752,GSBOCHK@EC2002A,HKD,0,0.011
17755,SG-CMOB@EP2006A,HKD,820000,0.131
17757,GS-CNBM@EC2009A,HKD,200000,0.192
17760,SG-PSBC@EC2007A,HKD,320000,0.194
17761,SG-CLIT@EC2006A,HKD,2540000,0.248
17763,SG-CMOB@EC2005A,HKD,50000,0.188
17764,SGTENCT@EP2006C,HKD,0,0.124
17770,GSCP&amp;CC@EC2003A,HKD,1170000,0.169
17771,MBNTRAG@EC2004A,HKD,0,0.02
17772,MB-CGS @EC2104A,HKD,1100000,0.095
17774,GS-HKEX@EP2003E,HKD,0,0.0
17776,GSTENCT@EC2003G,HKD,1756000,0.425
17777,GS-CSPC@EC2006A,HKD,0,0.0
17778,MB-BYD @EP2001A,HKD,0,
17789,GS-CMOB@EC2006A,HKD,1920000,0.17
17791,HSALIBA@EC2006A,HKD,76970000,0.147
17792,JPPINAN@EC2103A,HKD,300000,0.065
17793,HSALIBA@EC2008A,HKD,42990000,0.227
17797,HSALIBA@EC2009A,HKD,41230000,0.202
17801,HSALIBA@EC2012A,HKD,30100000,0.23
17802,MB-HUAP@EC2001A,HKD,0,
17804,MBALIBA@EP2007A,HKD,79000,0.57
17805,MBALIBA@EP2007B,HKD,5660000,0.241
17811,MBALIBA@EP2008A,HKD,330000,0.201
17812,MBALIBA@EP2009A,HKD,0,0.0
17813,UBALIBA@EC2006A,HKD,0,0.0
17814,UBALIBA@EC2005A,HKD,1292515000,0.275
17817,UBALIBA@EC2007A,HKD,0,0.0
17822,UBALIBA@EC2005B,HKD,1020000,0.51
17823,UBALIBA@EP2007A,HKD,131335000,0.233
17827,UBALIBA@EP2007B,HKD,4790000,0.225
17833,UBALIBA@EC2006B,HKD,0,0.0
17834,UB-CKA @EC2006A,HKD,1900000,0.191
17837,MSALIBA@EP2009A,HKD,280000,0.208
17841,MBCPAIR@EC2007A,HKD,0,0.01
17845,MSTENCT@EC2012A,HKD,1260000,0.242
17851,HTALIBA@EP2007A,HKD,0,0.0
17852,HTALIBA@EP2007B,HKD,7280000,0.225
17853,CS-CGDN@EC2003A,HKD,0,0.315
17856,BPALIBA@EC2010A,HKD,0,0.0
17857,MBSHPHA@EC2005A,HKD,740000,0.045
17858,BPALIBA@EC2006A,HKD,6680000,0.224
17862,BPALIBA@EC2007A,HKD,3200000,0.199
17867,BPALIBA@EC2008A,HKD,0,0.0
17869,BPALIBA@EC2010B,HKD,0,0.0
17870,BPALIBA@EC2011A,HKD,0,0.0
17871,HS-CGDN@EC2006A,HKD,5060000,0.066
17876,BPALIBA@EC2108A,HKD,44800000,0.229
17878,BPALIBA@EC2101A,HKD,500000,0.234
17881,BPALIBA@EC2103A,HKD,33775000,0.195
17884,SG-AAC @EC2006B,HKD,1525000,0.54
17885,SGXIAMI@EP2006A,HKD,20000,0.157
17888,JPALIBA@EP2008A,HKD,10000,0.217
17892,CSPINAN@EC2102B,HKD,100000,0.084
17895,JPALIBA@EP2007A,HKD,149590000,0.211
17896,CSPINAN@EC2103A,HKD,150000,0.067
17900,CS-BAIC@EC2004A,HKD,0,0.012
17903,CS-BYD @EC2007A,HKD,500000,0.012
17906,JPALIBA@EP2010A,HKD,40000,0.23
17909,JPALIBA@EC2005A,HKD,10000,0.355
17925,BICSA50@EC2011A,HKD,0,0.35
17926,BIFTA50@EC2011A,HKD,0,0.35
17927,JPALIBA@EC2005B,HKD,553550000,0.275
17930,JPALIBA@EC2009A,HKD,20000,0.217
17931,JPALIBA@EC2006A,HKD,918640000,0.241
17932,JPALIBA@EC2005C,HKD,2172405000,0.148
17933,MB-AIA @EC2002A,HKD,180000,0.037
17940,JPALIBA@EC2006B,HKD,670000,0.156
17944,EA-CPIC@EC2003A,HKD,0,0.018
17945,JPALIBA@EC2007A,HKD,20000,0.25
17947,BIALIBA@EC2009A,HKD,20000,0.231
17953,BIALIBA@EC2005A,HKD,220000,0.25
17956,MBASMPT@EC2001A,HKD,32000,2.46
17958,HS-CRRC@EC2007A,HKD,0,0.027
17960,HS-CKH @EC2006A,HKD,0,0.04
17964,BIALIBA@EC2005B,HKD,1249120000,0.163
17966,GSALIBA@EC2009A,HKD,0,0.0
17967,JP-KECL@EC2003A,HKD,0,0.01
17977,GSALIBA@EC2005A,HKD,6270000,0.142
17980,GSALIBA@EC2007A,HKD,0,0.0
17983,GSALIBA@EC2005B,HKD,0,0.0
17984,GSALIBA@EC2011A,HKD,450000,0.345
17995,GS-MTRC@EC2006A,HKD,0,0.0
17998,GSTENCT@EP2006B,HKD,0,0.0
17999,BPGEELY@EC2005A,HKD,0,0.188
18001,GS-CGDN@EC2006A,HKD,7770000,0.223
18004,GSEVERG@EC2008A,HKD,1620000,0.236
18010,GS-HSI @EP2006A,HKD,0,0.0
18013,MSXIAMI@EP2006A,HKD,0,0.0
18015,MSALIBA@EC2006A,HKD,1660000,0.159
18016,MSALIBA@EC2009A,HKD,0,0.0
18021,MSALIBA@EC2101A,HKD,0,0.0
18022,MSALIBA@EC2105A,HKD,0,0.0
18023,MSALIBA@EC2008A,HKD,0,0.0
18025,HSCCCCL@EC2001A,HKD,0,
18026,MB-BRIC@EC2007A,HKD,0,0.066
18027,MB-GWMC@EC2004A,HKD,2747000,0.034
18029,MSALIBA@EC2110A,HKD,0,0.0
18030,MSALIBA@EC2007A,HKD,0,0.0
18036,MSALIBA@EC2007B,HKD,0,0.0
18037,CSTENCT@EP2006B,HKD,280000,0.118
18056,CS-BRIC@EC2007A,HKD,0,0.0
18062,CSCCCCL@EC2007A,HKD,0,0.0
18064,CSLININ@EC2007A,HKD,630000,0.164
18066,CS-SZIG@EC2007A,HKD,0,0.0
18070,CSASMPT@EC2007A,HKD,0,0.0
18072,CS-GR&amp;F@EC2007A,HKD,0,0.0
18076,MBCLIFE@EC2007A,HKD,2000000,0.099
18082,CSALIBA@EC2007A,HKD,1494150000,0.24
18088,CSALIBA@EC2007B,HKD,200000,0.223
18094,CSALIBA@EC2006A,HKD,260000,0.143
18098,CSALIBA@EP2007A,HKD,164910000,0.214
18099,CS-KECL@EC2003A,HKD,0,0.01
18102,JPSINOL@EC2007A,HKD,0,0.049
18105,CSFUYAO@EC2007A,HKD,0,0.0
18108,CSALIBA@EC2007C,HKD,120000,0.28
18109,CSALIBA@EC2005A,HKD,0,0.0
18110,CSALIBA@EC2005B,HKD,106570000,0.33
18114,JP-CSPC@EP2003A,HKD,0,0.01
18117,HT-CSPC@EP2012A,HKD,0,0.013
18119,CSALIBA@EC2005C,HKD,0,0.0
18120,CSAGILE@EC2007A,HKD,0,0.0
18149,GSPINAN@EC2103A,HKD,1100000,0.066
18159,SGPINAN@EC2012B,HKD,50000,0.086
18164,SGPINAN@EC2102B,HKD,0,0.08
18168,GSPINAN@EC2012B,HKD,6500000,0.084
18172,HTLININ@EC2003A,HKD,0,1.48
18176,CSANGAN@EC2002A,HKD,0,0.012
18199,VTSANDS@EC2001A,HKD,0,
18212,GS-CRCC@EC2008A,HKD,1040000,0.054
18224,CS-BJEW@EC2010A,HKD,0,0.049
18241,BP-CCB @EC2001A,HKD,0,
18272,CS-SZIG@EC2002A,HKD,887000,0.081
18278,HT-CAR @EC2008A,HKD,0,0.023
18282,BIKINGD@EC2009A,HKD,0,0.214
18286,GSPINAN@EC2007A,HKD,2450000,0.1
18288,HS-AIA @EP2005A,HKD,46750000,0.073
18293,HSPINAN@EP2003A,HKD,22850000,0.064
18300,JP-LINK@EP2008A,HKD,160000,0.165
18321,BI-CRRC@EC2007A,HKD,0,0.032
18326,BIMTUAN@EC2004A,HKD,0,0.88
18334,CS-HSBC@EC2003A,HKD,0,0.012
18338,GS-CRRC@EC2007A,HKD,410000,0.025
18341,GSXIAMI@EC2003A,HKD,5074000,0.016
18358,SG-CRCC@EC2009A,HKD,13190000,0.09
18362,SGPINAN@EP2003A,HKD,1075000,0.054
18367,BI-AAC @EC2009A,HKD,0,0.3
18369,MB-AIA @EP2001B,HKD,0,
18402,GSPINAN@EP2003A,HKD,5800000,0.052
18405,GS-HSBC@EC2003A,HKD,0,0.011
18408,GSXIAMI@EC2003B,HKD,16136000,0.034
18412,CSXIAMI@EC2003A,HKD,0,0.022
18429,CS-HSBK@EC2002A,HKD,0,0.013
18466,JPXIAMI@EC2001A,HKD,53272000,0.013
18497,CSXIAMI@EC2001A,HKD,70000,0.02
18516,SGTENCT@EC2001A,HKD,0,0.011
18532,BIXIAMI@EC2001A,HKD,88000,0.011
18535,MBKSOFT@EC2004A,HKD,0,0.081
18544,MB-HTSE@EC2001A,HKD,0,
18548,BPTENCT@EC2001C,HKD,0,
18559,MBMTUAN@EP2001A,HKD,0,
18579,SG-AAC @EC2009A,HKD,1150000,0.44
18596,MBCITBK@EC2002A,HKD,0,0.037
18601,MBCRAIL@EC2004A,HKD,500000,0.02
18602,MB-BJAP@EC2004A,HKD,2040000,0.16
18606,MBZCRRC@EC2001A,HKD,0,0.01
18607,MB-CRRC@EC2106A,HKD,730000,0.104
18612,BI-BOCL@EC2001A,HKD,0,0.02
18623,HSHSCEI@EC2003B,HKD,2280000,0.035
18654,HT-HSBC@EC2003A,HKD,0,0.015
18668,MB-SBPH@EC2012A,HKD,0,0.43
18678,CS-BOCL@EC2001A,HKD,0,0.012
18693,JPTENCT@EC2104A,HKD,20000,0.048
18695,JPTENCT@EC2002A,HKD,0,0.014
18698,BPTENCT@EC2001G,HKD,0,
18699,BP-CCB @EC2001B,HKD,0,
18700,HS-GEG @EC2010A,HKD,43585000,0.105
18708,BP-HKEX@EC2001B,HKD,0,
18717,JPPINAN@EC2009A,HKD,300000,0.109
18719,MBPICCG@EC2002A,HKD,200000,0.055
18720,MBKINGD@EC2005A,HKD,2940000,0.076
18750,GS-BOCL@EC2001A,HKD,0,0.01
18754,VT-CGDN@EC2002A,HKD,0,0.116
18757,BI-HKEX@EC2004A,HKD,3950000,0.099
18795,JPPINAN@EP2001A,HKD,0,0.01
18800,MB-BYD @EC2105A,HKD,375000,0.066
18801,VT-AGBK@EC2003A,HKD,480000,0.104
18812,VT-CMOB@EC2001A,HKD,0,
18852,JP-MGMC@EC2001A,HKD,0,0.013
18855,MB-SDWG@EC2008A,HKD,0,0.226
18907,MBNDPHL@EC2006A,HKD,0,0.154
18917,MBHAIER@EC2005A,HKD,380000,0.26
18924,MB-AGBK@EC2005A,HKD,0,0.203
18928,HTESPRI@EC2006A,HKD,0,0.012
18929,MB-PSBC@EC2003A,HKD,0,0.59
18930,MB-CTWR@EP2004B,HKD,0,0.224
18941,VTPETCH@EC2002A,HKD,0,0.018
18944,VT-AIA @EC2012A,HKD,2980000,0.181
18945,VT-AAC @EC2004A,HKD,0,0.315
18948,VT-CCB @EC2001A,HKD,0,
18961,VTCSA50@EC2002A,HKD,20000,0.285
18962,VTCSA50@EC2001A,HKD,716000,0.025
18977,MB-CAGR@EC2002A,HKD,0,1.49
18992,MBCNOOC@EC2003A,HKD,2510000,0.063
18993,MBCSHEN@EC2003A,HKD,2580000,0.121
18996,MB-WYNN@EC2003A,HKD,48000,0.16
18997,MB-ICBC@EC2005A,HKD,49000,0.56
18998,MBSAMSN@EC2003A,HKD,1980000,0.123
18999,MBSANDS@EC2002A,HKD,0,0.27
19002,MBCITSE@EC2004B,HKD,125000,0.325
19003,MB-DFMG@EP2006A,HKD,1990000,0.069
19004,BP-CMOB@EC2001B,HKD,0,
19007,BP-AIA @EC2001A,HKD,0,
19016,MBZHJIN@EC2011A,HKD,5210000,0.131
19031,SGCSAIR@EC2005A,HKD,790000,0.057
19033,HTJIANC@EC2005A,HKD,360000,0.143
19034,GS-SUNY@EC2002A,HKD,0,0.46
19065,UB-CUNI@EC2003A,HKD,0,0.01
19066,JPTENCT@EC2004A,HKD,0,0.037
19067,JPTENCT@EC2001A,HKD,0,0.012
19071,JP-SUNY@EP2001A,HKD,0,0.01
19075,JP-BJAP@EC2007A,HKD,0,0.142
19076,CSMTUAN@EP2001A,HKD,0,0.01
19089,GSCLIFE@EC2004A,HKD,1390000,0.25
19101,VT-CUNI@EC2003A,HKD,0,0.01
19102,VTCITBK@EC2001A,HKD,0,0.016
19103,VTWHARF@EC2003A,HKD,0,0.013
19109,SGPINAN@EC2006C,HKD,0,0.116
19140,MBWANWA@EC2012A,HKD,0,0.34
19141,MB-CGDN@EC2006A,HKD,0,0.255
19142,MBTRSKY@EC2007A,HKD,240000,0.285
19155,HS-AAC @EC2009A,HKD,0,0.44
19159,JPWANWA@EC2011A,HKD,385000,0.3
19178,VTEVERG@EC2002A,HKD,0,0.022
19202,BPTENCT@EC2004B,HKD,380000,0.189
19203,MB-SUNY@EP2001A,HKD,0,
