stock_no,name,currency,volume,close
4526,NWD (MTN) N2905,HKD,0,0.0
4527,RONGSHI N2405,USD,0,0.0
4528,RONGSHI N2905,USD,0,0.0
4529,SKYSEA N2112,USD,0,0.0
4530,PION REW B2205,USD,0,0.0
4531,ZHUZHOU C B2205,USD,0,0.0
4532,OCNWDE D3 N2105,USD,0,0.0
4533,CHD OVSDM SGPS,USD,0,0.0
4534,SHKP(CM)L I2202,USD,0,0.0
4535,PX URBAN B2204,USD,0,0.0
4536,SOAR WISE N2205,USD,0,0.0
4537,SWIRE MTN N2202,USD,0,0.0
4539,SDG FIN I PCS,USD,0,0.0
4541,L&amp;M PAPER SPCS,USD,0,0.0
4542,CZ INTL B2205,USD,0,0.0
4543,HUARONG19 N2205,USD,0,0.0
4544,CNPC GC N2204,USD,0,0.0
4545,ICBCIL FN N2109,USD,0,0.0
4546,CNOOC F12 N2205,USD,0,0.0
4547,CNOOC F12 N4205,USD,0,0.0
4548,CM FIN N2205,USD,0,0.0
4549,HUARONG19 N2405,USD,0,0.0
4551,HUARONG19 N2905,USD,0,0.0
4552,YANCOAL N2205,USD,0,0.0
4553,CDB N2105,GBP,0,0.0
4554,SINOPEC N2205,USD,0,0.0
4555,SINOPEC N4205,USD,0,0.0
4556,BLUESTAR N2109,USD,0,0.0
4557,SP MTN FN N2206,USD,0,0.0
4558,HLP FIN N2206,USD,0,0.0
4559,HORSE GAL N2205,USD,0,0.0
4560,HLAND MTN N2106,HKD,0,0.0
4561,NWD FIN GSPCS,USD,0,0.0
4562,CQ NANAN B2406,USD,0,0.0
4563,COSL FIN N2209,USD,0,0.0
4565,XI YANG B2406,USD,0,0.0
4566,PF PT V N2206,USD,4800,0.0
4567,XJZT B2206,USD,0,0.0
4568,HLP FIN N2210,HKD,0,0.0
4569,XINHU BVI N2206,USD,0,0.0
4570,CITIC PAC N2301,USD,0,0.0
4571,LS FIN B2210,USD,0,0.0
4572,UHI CPTL B2406,USD,0,0.0
4573,HKMC N2006,HKD,0,0.0
4574,CLP-PF N2304,USD,0,0.0
4575,VKEREHK N2110,USD,0,0.0
4576,CLP-PF N2710,USD,0,0.0
4577,TVB FIN N2110,USD,0,0.0
4578,GEMDALE B2206,USD,0,0.0
4579,CHINA OVS N2211,USD,0,0.0
4580,CHINA OVS N4211,USD,0,0.0
4581,CMBC N2005,USD,0,0.0
4582,C TAIPING N2211,USD,0,0.0
4583,CSGIF BVI N2205,USD,0,0.0
4584,COS FIN B2212,USD,0,0.0
4585,HMZN N2206,USD,0,0.0
4586,AMBER N2212,USD,0,0.0
4587,SHA PG B2406,USD,0,0.0
4588,JINAN WST B2110,USD,0,0.0
4589,SHKP(CM)L I2301,USD,0,0.0
4590,HYSAN MTN N2301,USD,0,0.0
4591,SHA PG B2906,USD,0,0.0
4592,CHAMP MTN N2301,USD,0,0.0
4594,CNCB INTL UCS A,USD,0,0.0
4595,HKMC N2006B,HKD,0,0.0
4596,ZHENROPPT SPCS,USD,0,0.0
4597,LEAD AFFL N2301,USD,0,0.0
4598,CSGIF BVI N2705,USD,0,0.0
4599,TUSPARK B2206,USD,0,0.0
4604,ICBC EURPREF1,EUR,0,0.0
4605,BOCOM 15USDPREF,USD,0,0.0
4606,CCB 15USDPREF,USD,0,0.0
4607,CINDA 16USDPREF,USD,0,0.0
4608,HSBNK 16USDPREF,USD,0,0.0
4609,CMBC 16USDPREF,USD,0,0.0
4610,CZB 17USDPREF,USD,0,0.0
4611,BQD 17USDPREF,USD,0,0.0
4612,PSBC 17USDPREF,USD,0,0.0
4613,ZZBNK 17USDPREF,USD,0,0.0
4614,CMB 17USDPREF,USD,0,0.0
4615,BOJZ 17USDPREF,USD,0,
4616,BCQ 17USDPREF,USD,0,0.0
4617,ZYBNK 18USDPREF,USD,0,0.0
4618,GRCB 19USDPREF,USD,0,0.0
5000,HUANENGHK SGPCS,USD,0,0.0
5001,HUARONG17 N2211,USD,0,0.0
5002,HUARONG17 N2711,USD,0,0.0
5003,HUARONG17 N4711,USD,0,0.0
5004,HUARONG17 N2511,SGD,0,0.0
5005,HUARONG17 UGPSB,USD,0,0.0
5006,VKEREHK N2711,USD,0,0.0
5007,DJ HAIYU N2206,USD,0,0.0
5008,KWG GROUP N2411,USD,0,0.0
5009,MINMET SPCS,USD,0,0.0
5010,AVIC LES N2011,USD,0,0.0
5011,FE CONSOR N2305,USD,0,0.0
5012,YNANEIOF B2011,USD,0,0.0
5013,YNANEIOF B2211,USD,0,0.0
5014,ICBCIL FN N2211,USD,0,0.0
5015,ICBCIL FN N2711,USD,0,0.0
5016,DJ HAIYU SGPS,USD,0,0.0
5017,CMBC N2011A,USD,0,0.0
5018,CMBC N2011B,USD,0,0.0
5019,FWDGP LTD SPCSB,USD,0,0.0
5020,CDB N2111,EUR,0,0.0
5021,CDB N2211,USD,0,0.0
5022,EASTAIR B2011,SGD,0,0.0
5023,HKINTQD B2012,USD,0,0.0
5024,HARVEST B2211,HKD,0,0.0
5025,AGRBK N2111,USD,0,0.0
5026,KINGTALENT GSPS,USD,0,0.0
5027,DANGDAI N2011,USD,0,0.0
5028,AGRBK N2311,USD,0,0.0
5029,WING LUNG N2711,USD,0,0.0
5030,FRANSHION SGPSD,USD,0,0.0
5031,JICZHIXIN B2211,USD,0,0.0
5032,JICZHIXIN B2711,USD,0,0.0
5033,CLP-PF N2911,AUD,0,0.0
5034,CHIYU BANK USCS,USD,0,0.0
5036,TIANQI FN N2211,USD,0,0.0
5037,CSCFIN II N2211,USD,0,0.0
5038,CSCFIN II N2711,USD,0,0.0
5039,TIMES CHN N2303,USD,0,0.0
5040,BINHAI B2011,USD,0,0.0
5041,ORIENT HZ B2211,USD,0,0.0
5042,SZ INTL SPCS,USD,0,0.0
5043,SHACOMBNK N2711,USD,0,0.0
5044,YANKUANG B2011,USD,0,0.0
5045,MULPHAMTN N2012,USD,0,0.0
5046,BOCOM N2012,USD,0,0.0
5047,BOCOM N2212,USD,0,0.0
5048,HKINTQD B2212,USD,0,0.0
5049,CCB N2012A,USD,0,0.0
5050,CCB N2212,USD,0,0.0
5051,CCB N2012B,USD,0,0.0
5052,ANTONOIL N2012,USD,0,0.0
5053,NJ YANGZI B2212,USD,0,0.0
5054,NJ YANGZI B2712,USD,0,0.0
5055,CINDA FIN N3712,USD,0,0.0
5056,CZ INTL B2012,USD,0,0.0
5057,GSTOURISM B2012,EUR,0,0.0
5058,CGNPC INT B2211,USD,0,0.0
5059,CGNPC INT B2711,USD,0,0.0
5060,CKI FIN B2412,EUR,0,0.0
5061,HT INTL B2012,USD,0,0.0
5062,CDCCIC B2712,USD,0,0.0
5063,SDIS XINH B2106,USD,0,0.0
5064,VCREDIT N2106,USD,0,0.0
5065,XINXING B2012,USD,0,0.0
5066,CITBK B2012A,USD,0,0.0
5067,CITBK B2212A,USD,0,0.0
5068,CITBK B2012B,USD,0,0.0
5069,CITBK B2212B,USD,0,0.0
5070,WUHAN SOA N2012,USD,0,0.0
5071,CIFI HLDG SPCSB,USD,0,0.0
5072,YZ URBAN N2012,USD,0,0.0
5073,UGAOXIN B2012,USD,0,0.0
5074,HCG N2012,USD,0,0.0
5075,CHARM LGT N2712,USD,0,0.0
5076,CHARM LGT N2012,USD,0,0.0
5077,CHARM LGT UGPS,USD,0,0.0
5078,LUSO BANK N2712,USD,0,0.0
5079,CM BANK N2206,USD,0,0.0
5080,CDB N2212,USD,0,0.0
5081,HANRUI OS B2012,USD,0,0.0
5082,SP MTN FN N2801,USD,0,0.0
5083,CITIC LTD N2307,USD,0,0.0
5084,CITIC LTD N2801,USD,0,0.0
5085,WHARFREIC N2801,USD,0,0.0
5086,TIMES CHN N2101,USD,0,0.0
5087,LF BOND18 N2301,USD,0,0.0
5088,CQHCCT B2207,USD,0,0.0
5089,BLUESTAR SGPS A,USD,0,0.0
5090,CHANG DEV B2111,USD,0,0.0
5091,TENCENT N2301A,USD,0,0.0
5092,TENCENT N2301B,USD,0,0.0
5093,TENCENT N2801,USD,0,0.0
5094,TENCENT N3801,USD,0,0.0
5095,ZY SINCER B2101,USD,0,0.0
5096,LDR GOAL SGPS,USD,0,0.0
5097,ROSYDELTA N2301,USD,0,0.0
5098,GX FN INV B2101,USD,0,0.0
5099,CONCORDNE N2101,USD,0,0.0
5100,KUNZHI B2105,USD,0,0.0
5101,VKEREHK N2305,USD,0,0.0
5104,CGWIH III N2305,USD,0,0.0
5105,ANSTEEL B2305,HKD,0,0.0
5106,COGO FIN N2106,USD,0,0.0
5107,FPC CAP B2505,USD,0,0.0
5108,CM BANK N2106,USD,0,0.0
5109,TIMES CHN N2106,USD,0,0.0
5110,GUORUI PT N2006,USD,0,0.0
5111,CCB N2106,USD,0,0.0
5112,CCB N2306,USD,0,0.0
5113,BOCL N2006B,HKD,0,0.0
5114,BOCL N2106,USD,0,0.0
5115,BOCL N2306,USD,0,0.0
5116,CEBHK N2106,USD,0,0.0
5117,JZBD B2106,USD,0,0.0
5118,ICBC ASIA B2106,USD,0,0.0
5119,ICBC ASIA B2306,USD,0,0.0
5120,ICBC ASIA B2006,HKD,0,0.0
5122,GRNL GLB N2109,USD,0,0.0
5123,HORSE GAL N2106,USD,0,0.0
5124,ZHENROPPT N2006,USD,0,0.0
5125,FE HORI N2107,USD,0,0.0
5126,HUARONG17 N2107,USD,0,0.0
5127,HUARONG17 N2307,USD,0,0.0
5128,LEGEND FT N2107,USD,0,0.0
5129,CDBL FND2 N2107,USD,0,0.0
5130,SF HLDG N2307,USD,0,0.0
5131,SINOOCEAN N2107,USD,0,0.0
5132,GSHA TOUR B2108,USD,0,0.0
5133,TRD HOR N2108,USD,0,0.0
5134,CMHI FIN N2308,USD,0,0.0
5135,CMHI FIN N2808,USD,0,0.0
5136,MENGNIU B2308,USD,0,0.0
5137,BOCL N2108,USD,0,0.0
5138,KWG GROUP N2108,USD,0,0.0
5139,WUHAN RE B2108,USD,0,0.0
5140,SANDS N2308,USD,0,0.0
5141,SANDS N2508,USD,0,0.0
5142,SANDS N2808,USD,0,0.0
5143,TUSPARK B2108,USD,21800,0.0
5144,NIMBLE B2008,USD,0,0.0
5145,BCEG HK B2108,USD,0,0.0
5146,ZJ BARON B2108,USD,0,0.0
5147,FUFENG B2108,USD,0,0.0
5149,LINGANG N2109,USD,0,0.0
5150,HUAFA18I B2109,USD,0,0.0
5151,CHALCOHKI B2109,USD,0,0.0
5152,GRANDA B2109,USD,0,0.0
5153,CGNPC INT B2309,USD,0,0.0
5154,CGNPC INT B4809,USD,0,0.0
5155,CICC16MTN N2109,USD,0,0.0
5156,CEHL N2109,USD,0,0.0
5157,CQWS DEV B2109,USD,0,0.0
5158,ANHUI THG B2109,USD,0,0.0
5159,SINOPEC N2309,USD,0,0.0
5160,SINOPEC N2509,USD,0,0.0
5161,SINOPEC N2809,USD,0,0.0
5162,SINOPEC N4809,USD,0,0.0
5163,BOCHK NCSCS,USD,0,0.0
5164,POLY RE B2309,USD,0,0.0
5165,EXP LEAD B2109,USD,0,0.0
5166,CSGIF BVI N2309,USD,0,0.0
5167,CSGIF BVI N2809,USD,0,0.0
5168,INVENTIV N2109,USD,0,0.0
5169,INVENTIV N2109B,USD,0,0.0
5170,AIA GROUP N2109,USD,0,0.0
5171,CEBHK N2109,USD,0,0.0
5172,XINGSHENG B2109,USD,0,0.0
5173,CCB N2109,USD,0,0.0
5174,SCIG INTL N2109,USD,0,0.0
5175,SPD BK N2109,USD,0,0.0
5176,SIHC INTL N2109,USD,0,0.0
5177,SIHC INTL N2309,USD,0,0.0
5178,CM BANK N2109,USD,0,0.0
5179,CM BANK N2309,USD,0,0.0
5180,ADBC B2109,USD,0,0.0
5181,CSSC ONE B2109,USD,0,0.0
5182,CSSC TWO B2309,EUR,0,0.0
5183,MAOYE INT N2009,USD,0,0.0
5184,ZHENROPPT N2101,USD,0,0.0
5185,BI HAI N2203,USD,0,0.0
5186,ANHUI INV B2110,USD,0,0.0
5187,YLDKING N2110,USD,0,0.0
5188,ZIJIN CAP N2110,USD,0,0.0
5189,WEIFANG B2110,USD,0,0.0
5190,JIAYUAN N2010,USD,0,0.0
5192,SDG FIN I B2110,USD,0,0.0
5193,SPIC LUX B2110,USD,0,0.0
5194,SPIC LUX B2310,USD,0,0.0
5195,SPC CEN N2010,HKD,0,0.0
5196,OCNWDE D3 N2110,USD,0,0.0
5197,TZ URBAN B2111,USD,0,0.0
5198,SOAR WISE N2111,USD,0,0.0
5199,CNCB INTL UCS B,USD,0,0.0
5200,BOCL N2005,USD,0,0.0
5201,CDAPXC B2207,USD,0,0.0
5202,BOCOM N2005,USD,0,0.0
5203,BOCOM N2205,USD,0,0.0
5204,BEA UCS B,USD,0,0.0
5205,RADIANT GSPCS,USD,0,0.0
5206,CDHT INV N2111,USD,0,0.0
5207,SHKP(CM)L GSPCS,USD,0,0.0
5208,SINOCHEM N2205,USD,0,0.0
5209,AMBER TRE N2005,USD,0,0.0
5210,MCC(HK)CL N2005,USD,0,0.0
5211,MTRC(CI) N3205,AUD,0,0.0
5212,CCB N2005,USD,0,0.0
5213,BJ GAS SG N2205,USD,0,0.0
5214,NANYANG NCSCS,USD,0,0.0
5215,MENGNIU B2206,USD,0,0.0
5216,CEBHK N2006,USD,0,0.0
5217,SE GLOBAL N2206,USD,0,0.0
5218,FE HORI PCS B,USD,0,0.0
5219,CM BANK N2006,USD,0,0.0
5220,DIANJIAN H SGPS,USD,0,0.0
5221,FWD GP LTD SPCS,USD,0,0.0
5222,AMTD GRP SPS,USD,2000,0.0
5223,HNXJ NAD B2111,USD,0,0.0
5224,HILONG N2006,USD,0,0.0
5225,ICBC(HK) N2006,USD,0,0.0
5226,ICBC(HK) N2206,USD,0,0.0
5227,MTR CORP N4706,USD,0,0.0
5228,SKYLAND B2007,USD,0,0.0
5229,FRANSHION SGPSB,USD,0,0.0
5230,CDBL FND1 N2111,USD,0,0.0
5231,SP MTN N2407,USD,0,0.0
5232,CSCEC II N2207,USD,0,0.0
5233,CSCEC II N2707,USD,0,0.0
5234,HENGJIAN B2007,USD,0,0.0
5236,BOCL N2207,USD,0,0.0
5237,SPD BK N2007,USD,0,0.0
5238,SPD BK N2207,USD,0,0.0
5239,HUAYUAN N2111,USD,0,0.0
5240,WISDOM GL SPCS,USD,0,0.0
5241,STRAT B2207,EUR,0,0.0
5242,ENNENERGY B2207,USD,0,0.0
5243,AMBER TRE N2007,USD,0,0.0
5244,C RAILWAY N2207,USD,0,0.0
5245,CAPCO FC N2707,USD,0,0.0
5246,JIUDING G B2007,USD,0,0.0
5247,YCTL CAP B2007,USD,0,0.0
5248,SDEN AU B2007,USD,0,0.0
5249,CH BANK N2707,USD,0,0.0
5250,CLIO HK B2707,USD,0,0.0
5251,OCNWDE17 N2007,USD,0,0.0
5252,MTR CORP N4707,HKD,0,0.0
5253,CDBL FND2 N2008,USD,0,0.0
5254,CDBL FND2 N2208,USD,0,0.0
5255,SH PORT G B2108,USD,0,0.0
5256,SH PORT G B2208,USD,0,0.0
5257,CNLP N2008,USD,0,0.0
5258,CCTI N2208,USD,0,0.0
5259,HUIYUAN N2008,USD,0,
5260,GRNL GLB N2008,USD,0,0.0
5261,CIFI HLDG SPCS,USD,0,0.0
5262,PHX LEAD GPCS,USD,0,0.0
5263,ZT INTL17 B2008,USD,0,0.0
5264,CGWIH III N2008,USD,0,0.0
5265,CGWIH III N2208,USD,0,0.0
5266,CGWIH III N2708,USD,0,0.0
5267,SHK&amp;CO N2209,USD,0,0.0
5268,CMBC N2009,USD,0,0.0
5269,CMBC N2209,USD,0,0.0
5270,LSD BND17 N2209,USD,0,0.0
5271,SINOPEC N2009,USD,0,0.0
5272,SINOPEC N2209,USD,0,0.0
5273,SINOPEC N2709,USD,0,0.0
5274,SINOPEC N4709,USD,0,0.0
5275,FIRST FZ B2011,USD,0,0.0
5276,SINOOCEAN PSGCS,USD,0,0.0
5277,INVENTIVE N2009,USD,0,0.0
5278,HKREDSTAR B2209,USD,0,0.0
5279,WYNN MAC N2410,USD,0,0.0
5280,WYNN MAC N2710,USD,0,0.0
5281,INDSTRLB N2111,USD,0,0.0
5282,KWGGROUP N2209B,USD,0,0.0
5283,AMTD GRP N2009,HKD,0,0.0
5284,EASTCRT N2009,USD,0,0.0
5285,MTR CORP N4709,USD,0,0.0
5286,TIANJIN B2009,USD,0,0.0
5287,YUZHOU SPS,USD,0,0.0
5289,FRANSHION N2406,USD,0,0.0
5290,N LIONBRG N2010,USD,0,0.0
5291,OCT ASIA SGPCS,USD,0,0.0
5292,JINKE PPT N2106,USD,0,0.0
5293,YIHUA OVS N2010,USD,0,0.0
5294,BOCL N2011B,MOP,0,0.0
5295,CDBL FND1 N2304,USD,0,0.0
5296,CDBL FND1 N2710,USD,0,0.0
5297,MDJ CIG N2206,USD,0,0.0
5298,CEBHK N2206,USD,0,0.0
5299,PRESS MTL N2210,USD,0,0.0
5300,CYPI BVI1 N2111,USD,0,0.0
5301,CYPI BVI2 N2111,EUR,0,0.0
5303,SDSC GFIN SGPCS,USD,0,0.0
5307,HUARONG F N2111,USD,0,0.0
5308,HUARONG F N2611,USD,0,0.0
5309,GRNL GLB N2206,USD,0,0.0
5310,SKYFAME B2609,HKD,0,0.0
5311,SKYFAME B3311,HKD,0,0.0
5313,CMBLEMTN1 N2111,USD,0,0.0
5314,CDXC INV B2111,USD,0,0.0
5316,DAHSING B N2611,USD,0,0.0
5320,UNITED LB B2112,USD,0,0.0
5321,CHALIECO SGPCSA,USD,0,0.0
5323,GZ SILK R B2112,USD,0,0.0
5324,SPIC2016 B2112,USD,0,0.0
5325,SPIC2016 B2612,USD,0,0.0
5327,YNANEIOF B2112,USD,0,0.0
5333,CHARM LGT N2612,USD,0,0.0
5338,CRCC B2112,USD,0,0.0
5340,CIFI HLDG N2201,USD,0,0.0
5341,LOGAN PPT N2201,USD,0,0.0
5342,KWG GROUP N2201,USD,0,0.0
5343,NWCL N2701,USD,0,0.0
5344,NEW ROSE N2001,USD,0,0.0
5345,CHANG DEV N2001,USD,0,0.0
5346,BOCL N2011A,HKD,0,0.0
5347,FRANSHION SGPCS,USD,0,0.0
5348,STANC PSCCSC,USD,0,0.0
5349,TAIKANG B2201,USD,0,0.0
5350,TIMES CHN N2001,USD,0,0.0
5351,FWD LTD SPCS,USD,0,0.0
5352,GOHL CAP N2701,USD,0,0.0
5353,HUARONF17 N2001,USD,0,0.0
5354,HUARONF17 UGPS,USD,0,0.0
5355,CDB N2201,USD,0,0.0
5356,CDB N2701,USD,0,0.0
5357,CDB N3701,USD,0,0.0
5358,CDB N2001,EUR,0,0.0
5359,CDB N2401,EUR,0,0.0
5360,RWD INTL N2001,USD,0,
5361,YUZHOU N2201,USD,0,0.0
5362,C PLAZA N2001,USD,0,0.0
5363,HUAXING B2001,USD,0,0.0
5364,BL SKYVIEW SPS,USD,0,
5365,NUOXI CAP B2106,USD,0,0.0
5366,MENGNIU B2407,USD,0,0.0
5367,SKYFAME B2609B,HKD,0,0.0
5368,BOCL N2002A,USD,0,0.0
5369,BOCL N2202,USD,0,0.0
5370,BOCL N2002B,USD,0,0.0
5371,SPD BK N2002,USD,0,0.0
5372,CHINA SCE N2304,USD,0,0.0
5373,ICBC(HK) N2002,USD,0,0.0
5374,ICBC(HK) N2202A,USD,0,0.0
5375,ICBC(HK) N2202B,USD,0,0.0
5376,BOCOM N2002,USD,0,0.0
5377,PROVENGLY N2202,USD,0,0.0
5378,PROVENGLY N2702,USD,0,0.0
5379,SKYFAME B3311B,HKD,0,0.0
5380,QHAI PNL B2002,USD,0,
5381,GET INTL B2207,USD,0,0.0
5382,XINHU BVI N2003,USD,0,0.0
5383,CITIC LTD N2202,USD,0,0.0
5384,CITIC LTD N2702,USD,0,0.0
5385,FRANSHION N2203,USD,0,0.0
5386,DYNMC MSN N2003,USD,0,0.0
5387,CDB HK N2003A,USD,0,0.0
5388,CDB HK N2203,USD,0,0.0
5389,CDB HK N2003B,HKD,0,0.0
5390,CALC BD3 B2203,USD,0,0.0
5391,CALC BD3 B2403,USD,0,0.0
5392,CEBHK N2003,USD,0,0.0
5393,KEEN IDEA B2003,USD,2000,0.0
5394,CH RE FIN N2203,USD,0,0.0
5395,CINDA FIN N2003,USD,0,0.0
5396,CINDA FIN N2203,USD,0,0.0
5397,CINDA FIN N2403,USD,0,0.0
5398,CINDA FIN N2703,USD,0,0.0
5399,SC COMMU B2111,USD,0,0.0
5400,CHINA SCE N2203,USD,0,0.0
5401,HORSEPWR N2003,USD,0,0.0
5402,TOP WISE N2003,USD,0,
5403,KWG GROUP N2209,USD,0,0.0
5404,LENOVO N2203,USD,0,0.0
5405,AZURE NVA N2003,USD,0,0.0
5406,AZURE NVA N2203,USD,0,0.0
5407,AZURE NVA N2703,USD,0,0.0
5408,GUORUI PT N2003,USD,0,0.0
5409,DAWNVICTR B2007,USD,0,0.0
5410,EMPEROR N2203A,USD,0,0.0
5411,EMPEROR N2203B,HKD,0,0.0
5412,GREENLAND B2107,USD,0,0.0
5413,HUANTAIHU B2003,USD,0,0.0
5414,YANGO INV N2004,USD,0,0.0
5415,ICBCIL FN N2004,USD,0,0.0
5416,ICBCIL FN N2204,USD,0,0.0
5417,HBIS HK N2004,USD,0,0.0
5418,NWD (MTN) N2907,USD,0,0.0
5419,JINGRUI N2004,USD,0,0.0
5420,SINOPEC N2004B,USD,0,0.0
5421,SINOPEC N2204B,USD,0,0.0
5422,SINOPEC N2704,USD,0,0.0
5423,SINOPEC N4704,USD,0,0.0
5424,YANCOAL SGPCS,USD,0,0.0
5426,CITIC SEC N2004,USD,0,0.0
5427,CITIC SEC N2204,USD,0,0.0
5428,YIDA N2004,USD,0,0.0
5429,BOCL N2004A,EUR,0,0.0
5430,BOCL N2004B,USD,0,0.0
5431,BOCL N2204A,AUD,0,0.0
5432,BOCL N2204B,USD,0,0.0
5433,BOCL N2704,USD,0,0.0
5434,ZHEJIANG B2204,EUR,0,0.0
5435,SHANHAIHK B2004,USD,0,0.0
5436,NUOXI CAP B2004,USD,0,0.0
5437,CCB LIFE CT2CS,USD,0,0.0
5438,CHALCO CH B2204,USD,0,0.0
5439,HUARONG17 N2004,USD,0,0.0
5440,HUARONG17 N2104,SGD,0,0.0
5441,HUARON17 N2204A,USD,0,0.0
5442,HUARON17 N2204B,USD,0,0.0
5443,HUARONG17 N2704,USD,0,0.0
5444,HUARONG17 N4704,USD,0,0.0
5445,TIMES CHN N2204,USD,0,0.0
5446,WANT WANT B2204,USD,0,0.0
5447,FRANSHION N2907,USD,0,0.0
5448,RONGSHI N2205,USD,0,0.0
5449,RONGSHI N2705,USD,0,0.0
5450,BOCL N2111,USD,0,0.0
5451,BOCL N2311,USD,0,0.0
5452,EBSHKBVI N2111,USD,0,0.0
5453,SPIC2018 SGPCS,USD,0,0.0
5454,KWG GROUP N2011,USD,0,0.0
5455,ADBC B2111,EUR,0,0.0
5456,GUANGSHA N2011,USD,0,0.0
5457,YNANEIOF B2111,USD,0,0.0
5458,TIMES CHN N2011,USD,0,0.0
5459,GRNL GLB N2005,USD,0,0.0
5460,HAICHUAN B2111,USD,0,0.0
5461,YANCOAL B2111,USD,0,0.0
5462,CSC FIN SGPS,USD,0,0.0
5463,REDSUNPPT N2012,USD,0,0.0
5464,EASTCRT N2112,USD,0,0.0
5465,BAORONG N2112,USD,0,0.0
5466,GEPIC B2112,USD,0,0.0
5467,WH METRO SPS,USD,0,0.0
5468,NWCL N2312,USD,0,0.0
5469,HZ FUYANG B2112,USD,0,0.0
5470,SDIS XINH B2112,USD,0,0.0
5471,PWRCN RE N2112,USD,0,0.0
5472,FRANSHION SGPSE,USD,0,0.0
5473,CITIC SEC N2112,USD,0,0.0
5474,HB CONST B2112,USD,0,0.0
5475,STANCHART B2411,JPY,0,0.0
5476,VKEREHK N2403,USD,0,0.0
5477,CDB N2112,USD,0,0.0
5478,CDB N2312,USD,0,0.0
5479,CDB N2212A,EUR,0,0.0
5480,ZHUJI DEV B2112,USD,0,0.0
5481,JINAN HT B2112,USD,0,0.0
5482,HTSEC B2312,USD,0,0.0
5483,HTSEC B2312B,EUR,0,0.0
5484,NUOXI CAP B2112,EUR,0,0.0
5485,GREENLAND B2006,USD,0,0.0
5486,GZ METRO N2112,USD,0,0.0
5487,ZHOUSHAN B2112,USD,0,0.0
5488,CQ NANAN B2206,USD,0,0.0
5489,SX C INV B2112,USD,0,0.0
5490,SI FA INV B2112,USD,0,0.0
5491,EASTCRT N2112B,HKD,0,0.0
5492,BAOJI INV N2112,USD,0,0.0
5493,CDCCIC B2112,USD,0,0.0
5494,YUYAO EDZ B2112,USD,0,0.0
5495,YC HT INV N2112,USD,0,0.0
5496,ZZ METRO B2112,USD,0,0.0
5497,XINHU BVI N2112,USD,0,0.0
5498,WUHAN FIN N2112,USD,0,0.0
5499,CIFI HLDG N2103,USD,0,0.0
5500,SINOPEC N2004,USD,0,0.0
5501,SINOPEC N2504,USD,0,0.0
5502,SINOPEC N4504,USD,0,0.0
5503,CERCGO B2204,HKD,0,
5504,SHAANXI B2112,USD,0,0.0
5505,CLP-PF N2505,USD,0,0.0
5506,CNOOCF15A N2005,USD,0,0.0
5507,CNOOCF15A N4505,USD,0,0.0
5508,CNOOCF15U N2505,USD,0,0.0
5509,CDUCI B2012,USD,0,0.0
5510,KUNLUN N2005,USD,0,0.0
5511,KUNLUN N2505,USD,0,0.0
5512,SD COM B2112,USD,0,0.0
5513,YZ ETDZDC B2206,USD,0,0.0
5514,CCB B2505,USD,0,0.0
5515,CDB HK N2101,USD,0,0.0
5516,PROVENHNR B2505,USD,0,0.0
5517,AGILE N2005,USD,0,0.0
5518,GUOTAI JA N2201,USD,0,0.0
5519,CGNPC INT B2505,USD,0,0.0
5520,BSAMHK N2005,USD,0,0.0
5521,BSAMHK N2505,USD,0,0.0
5524,DAHSING B N2901,USD,0,0.0
5526,CHINA SCE N2101,USD,0,0.0
5527,STANCHART B2006,JPY,0,0.0
5528,STANCHART B2506,JPY,0,0.0
5529,CSTL EMER B2001,USD,0,0.0
5530,SHACOMBNK N2901,USD,0,0.0
5531,BLUESTAR N2006,USD,0,0.0
5532,YUHUA EDU B2001,HKD,0,0.0
5533,BOCOM LM N2201,USD,0,0.0
5534,KM DCI N2206,USD,0,0.0
5535,LS FIN B2506,USD,0,0.0
5536,BOCOM LM N2401,USD,0,0.0
5537,BOCL N2006,USD,0,0.0
5538,BOCL N2506,USD,0,0.0
5540,CHINALIFE CT2CS,USD,0,0.0
5542,TENCENT N3507,USD,0,0.0
5543,YONGA INV B2007,USD,0,0.0
5545,GRNL GLB N2010,USD,0,0.0
5546,CMBWL NCSCS,USD,0,0.0
5547,ZHAOHAI B2007,USD,0,0.0
5548,CCBL CORP N2007,USD,0,0.0
5550,COSL SG N2007,USD,0,0.0
5551,COSL SG N2507,USD,0,0.0
5552,MINMET FN B2007,USD,0,0.0
5553,MINMET FN B2507,USD,0,0.0
5554,CM FIN N2008,USD,0,0.0
5555,CM FIN N2508,USD,0,0.0
5556,CAR INC N2102,USD,0,0.0
5557,OCNWDE15 N2008,USD,0,0.0
5558,SH ELE PW B2008,USD,0,0.0
5559,GREENTOWN N2008,USD,0,0.0
5560,AZ ORB II N2008,USD,0,0.0
5561,YUZHOU N2201B,USD,0,0.0
5562,LENOVO B2401,USD,0,0.0
5563,CDB N2201B,EUR,0,0.0
5564,CSCI FN15 B2009,USD,0,0.0
5565,SP MTN N2509,USD,0,0.0
5566,ICBC N2509,USD,0,0.0
5567,SKYFAME B3111B,HKD,0,0.0
5568,CNCLN ERG B2511,USD,0,0.0
5569,KM TRA N2206,USD,0,0.0
5570,XJ TRANS B2206,USD,0,0.0
5571,ICBCILFN N2011,USD,0,0.0
5572,XIANGYU B2206,USD,0,0.0
